timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
40205073,0,0,1,0,0,0,0,0
40708434,0,0,1,0,0,0,0,0
41210076,0,0,1,0,0,0,0,0
41713072,0,0,1,0,0,0,0,0
42216073,0,0,1,0,0,0,0,0
42718247,0,0,1,0,0,0,0,0
43221074,0,0,1,0,0,0,0,0
43724270,0,0,1,0,0,0,0,0
44227088,0,0,1,0,0,0,0,0
44732119,0,0,1,0,0,0,0,0
45235099,0,0,1,0,0,0,0,0
45737073,0,0,1,0,0,0,0,0
46240073,0,0,1,0,0,0,0,0
46743504,0,0,1,0,0,0,0,0
47246073,0,0,1,0,0,0,0,0
47749117,0,0,1,0,0,0,0,0
48253074,0,0,1,0,0,0,0,0
48755095,0,0,1,0,0,0,0,0
49258096,0,0,1,0,0,0,0,0
49763073,0,0,1,0,0,0,0,0
50266073,0,0,1,0,0,0,0,0
50769095,0,0,1,0,0,0,0,0
51273075,0,0,1,0,0,0,0,0
51778073,0,0,1,0,0,0,0,0
52282073,0,0,1,0,0,0,0,0
52787095,0,0,1,0,0,0,0,0
53291073,0,0,1,0,0,0,0,0
53795073,0,0,1,0,0,0,0,0
54298074,0,0,1,0,0,0,0,0
54800075,0,0,1,0,0,0,0,0
55304074,0,0,1,0,0,0,0,0
55807073,0,0,1,0,0,0,0,0
56311076,0,0,1,0,0,0,0,0
56814329,0,0,1,0,0,0,0,0
57316077,0,0,1,0,0,0,0,0
57819073,0,0,1,0,0,0,0,0
58322077,0,0,1,0,0,0,0,0
58825073,0,0,1,0,0,0,0,0
59327073,0,0,1,0,0,0,0,0
59830072,0,0,1,0,0,0,0,0
60333074,0,0,1,0,0,0,0,0
60836073,0,0,1,0,0,0,0,0
61338074,0,0,1,0,0,0,0,0
61841073,0,0,1,0,0,0,0,0
62344143,0,0,1,0,0,0,0,0
62847076,0,0,1,0,0,0,0,0
63350462,0,0,1,0,0,0,0,0
63853075,0,0,1,0,0,0,0,0
64356074,0,0,1,0,0,0,0,0
64859073,0,0,1,0,0,0,0,0
65362073,0,0,1,0,0,0,0,0
65864099,0,0,1,0,0,0,0,0
66367073,0,0,1,0,0,0,0,0
66870227,0,0,1,0,0,0,0,0
67373073,0,0,1,0,0,0,0,0
67876074,0,0,1,0,0,0,0,0
68379310,0,0,1,0,0,0,0,0
68882073,0,0,1,0,0,0,0,0
69385075,0,0,1,0,0,0,0,0
69888075,0,0,1,0,0,0,0,0
70390073,0,0,1,0,0,0,0,0
70894074,0,0,1,0,0,0,0,0
71398093,0,0,1,0,0,0,0,0
71901074,0,0,1,0,0,0,0,0
72404072,0,0,1,0,0,0,0,0
72907074,0,0,1,0,0,0,0,0
73410073,0,0,1,0,0,0,0,0
73913109,0,0,1,0,0,0,0,0
74417091,0,0,1,0,0,0,0,0
74920073,0,0,1,0,0,0,0,0
75423074,0,0,1,0,0,0,0,0
75927665,0,0,1,0,0,0,0,0
76430074,0,0,1,0,0,0,0,0
76933077,0,0,1,0,0,0,0,0
77436601,0,0,1,0,0,0,0,0
77939073,0,0,1,0,0,0,0,0
78442074,0,0,1,0,0,0,0,0
78947118,0,0,1,0,0,0,0,0
79450082,0,0,1,0,0,0,0,0
79953153,0,0,1,0,0,0,0,0
80456089,0,0,1,0,0,0,0,0
80959096,0,0,1,0,0,0,0,0
81462090,0,0,1,0,0,0,0,0
81966072,0,0,1,0,0,0,0,0
82470300,0,0,1,0,0,0,0,0
82973073,0,0,1,0,0,0,0,0
83475073,0,0,1,0,0,0,0,0
83978072,0,0,1,0,0,0,0,0
84481073,0,0,1,0,0,0,0,0
84984075,0,0,1,0,0,0,0,0
85487072,0,0,1,0,0,0,0,0
85990077,0,0,1,0,0,0,0,0
86493142,0,0,1,0,0,0,0,0
86996076,0,0,1,0,0,0,0,0
87499163,0,0,1,0,0,0,0,0
88001074,0,0,1,0,0,0,0,0
88504074,0,0,1,0,0,0,0,0
89007074,0,0,1,0,0,0,0,0
89510072,0,0,1,0,0,0,0,0
90013074,0,0,1,0,0,0,0,0
90516074,0,0,1,0,0,0,0,0
91020073,0,0,1,0,0,0,0,0
91523073,0,0,1,0,0,0,0,0
92026100,0,0,1,0,0,0,0,0
92529088,0,0,1,0,0,0,0,0
93032073,0,0,1,0,0,0,0,0
93535509,0,0,1,0,0,0,0,0
94039109,0,0,1,0,0,0,0,0
94542073,0,0,1,0,0,0,0,0
95044073,0,0,1,0,0,0,0,0
95547076,0,0,1,0,0,0,0,0
96050075,0,0,1,0,0,0,0,0
96552094,0,0,1,0,0,0,0,0
97055095,0,0,1,0,0,0,0,0
97558077,0,0,1,0,0,0,0,0
98061077,0,0,1,0,0,0,0,0
98564095,0,0,1,0,0,0,0,0
99069097,0,0,1,0,0,0,0,0
99572073,0,0,1,0,0,0,0,0
100075073,0,0,1,0,0,0,0,0
100578073,0,0,1,0,0,0,0,0
101083073,0,0,1,0,0,0,0,0
101586074,0,0,1,0,0,0,0,0
102088093,0,0,1,0,0,0,0,0
102595040,0,0,1,0,0,0,0,0
103099303,0,0,1,0,0,0,0,0
103604481,0,0,1,0,0,0,0,0
104109496,0,0,1,0,0,0,0,0
104613569,0,0,1,0,0,0,0,0
105116074,0,0,1,0,0,0,0,0
105621073,0,0,1,0,0,0,0,0
106126195,0,0,1,0,0,0,0,0
106631519,0,0,1,0,0,0,0,0
107134073,0,0,1,0,0,0,0,0
107640234,0,0,1,0,0,0,0,0
108143073,0,0,1,0,0,0,0,0
108646074,0,0,1,0,0,0,0,0
109150073,0,0,1,0,0,0,0,0
109652073,0,0,1,0,0,0,0,0
110155073,0,0,1,0,0,0,0,0
110658092,0,0,1,0,0,0,0,0
111160074,0,0,1,0,0,0,0,0
111664074,0,0,1,0,0,0,0,0
112168120,0,0,1,0,0,0,0,0
112670072,0,0,1,0,0,0,0,0
113173074,0,0,1,0,0,0,0,0
113676077,0,0,1,0,0,0,0,0
114179076,0,0,1,0,0,0,0,0
114683096,0,0,1,0,0,0,0,0
115186105,0,0,1,0,0,0,0,0
115688375,0,0,1,0,0,0,0,0
116191073,0,0,1,0,0,0,0,0
116694072,0,0,1,0,0,0,0,0
117197075,0,0,1,0,0,0,0,0
117700074,0,0,1,0,0,0,0,0
118203073,0,0,1,0,0,0,0,0
118706092,0,0,1,0,0,0,0,0
119210182,0,0,1,0,0,0,0,0
119714605,0,0,1,0,0,0,0,0
120218074,0,0,1,0,0,0,0,0
120721075,0,0,1,0,0,0,0,0
121224073,0,0,1,0,0,0,0,0
121727071,0,0,1,0,0,0,0,0
122230073,0,0,1,0,0,0,0,0
122733170,0,0,1,0,0,0,0,0
123236658,0,0,1,0,0,0,0,0
123740093,0,0,1,0,0,0,0,0
124243073,0,0,1,0,0,0,0,0
124747073,0,0,1,0,0,0,0,0
125250073,0,0,1,0,0,0,0,0
125753073,0,0,1,0,0,0,0,0
126256074,0,0,1,0,0,0,0,0
126759075,0,0,1,0,0,0,0,0
127262072,0,0,1,0,0,0,0,0
127765096,0,0,1,0,0,0,0,0
128268073,0,0,1,0,0,0,0,0
128771073,0,0,1,0,0,0,0,0
129275095,0,0,1,0,0,0,0,0
129779074,0,0,1,0,0,0,0,0
130282268,0,0,1,0,0,0,0,0
130785535,0,0,1,0,0,0,0,0
131289986,0,0,1,0,0,0,0,0
131342070,0,0,1,0,0,0,0,0
131846090,0,0,1,0,0,0,0,0
132350084,0,0,1,0,0,0,0,0
132852069,0,0,1,0,0,0,0,0
133355071,0,0,1,0,0,0,0,0
133860111,0,0,1,0,0,0,0,0
134363067,0,0,1,0,0,0,0,0
134865069,0,0,1,0,0,0,0,0
135368091,0,0,1,0,0,0,0,0
135872073,0,0,1,0,0,0,0,0
136374089,0,0,1,0,0,0,0,0
136877068,0,0,1,0,0,0,0,0
137381109,0,0,1,0,0,0,0,0
137884070,0,0,1,0,0,0,0,0
138388123,0,0,1,0,0,0,0,0
138891098,0,0,1,0,0,0,0,0
139394371,0,0,1,0,0,0,0,0
139897070,0,0,1,0,0,0,0,0
140401071,0,0,1,0,0,0,0,0
140904070,0,0,1,0,0,0,0,0
141407070,0,0,1,0,0,0,0,0
141911070,0,0,1,0,0,0,0,0
142415084,0,0,1,0,0,0,0,0
142918079,0,0,1,0,0,0,0,0
143420070,0,0,1,0,0,0,0,0
143925068,0,0,1,0,0,0,0,0
144428831,0,0,1,0,0,0,0,0
144932071,0,0,1,0,0,0,0,0
145435841,0,0,1,0,0,0,0,0
145938070,0,0,1,0,0,0,0,0
146441071,0,0,1,0,0,0,0,0
146944542,0,0,1,0,0,0,0,0
147447073,0,0,1,0,0,0,0,0
147950846,0,0,1,0,0,0,0,0
148453533,0,0,1,0,0,0,0,0
148956069,0,0,1,0,0,0,0,0
149459069,0,0,1,0,0,0,0,0
149962582,0,0,1,0,0,0,0,0
150465071,0,0,1,0,0,0,0,0
150968089,0,0,1,0,0,0,0,0
151471622,0,0,1,0,0,0,0,0
151974068,0,0,1,0,0,0,0,0
152477084,0,0,1,0,0,0,0,0
152983069,0,0,1,0,0,0,0,0
153487431,0,0,1,0,0,0,0,0
153991069,0,0,1,0,0,0,0,0
154494542,0,0,1,0,0,0,0,0
154997070,0,0,1,0,0,0,0,0
155500071,0,0,1,0,0,0,0,0
156002068,0,0,1,0,0,0,0,0
156506090,0,0,1,0,0,0,0,0
157011070,0,0,1,0,0,0,0,0
157514070,0,0,1,0,0,0,0,0
158018089,0,0,1,0,0,0,0,0
158521409,0,0,1,0,0,0,0,0
159024388,0,0,1,0,0,0,0,0
159528121,0,0,1,0,0,0,0,0
160031069,0,0,1,0,0,0,0,0
160535171,0,0,1,0,0,0,0,0
161039070,0,0,1,0,0,0,0,0
161543070,0,0,1,0,0,0,0,0
162046431,0,0,1,0,0,0,0,0
162549074,0,0,1,0,0,0,0,0
163053801,0,0,1,0,0,0,0,0
163557073,0,0,1,0,0,0,0,0
164060070,0,0,1,0,0,0,0,0
164563093,0,0,1,0,0,0,0,0
165066069,0,0,1,0,0,0,0,0
165569073,0,0,1,0,0,0,0,0
166072070,0,0,1,0,0,0,0,0
166576068,0,0,1,0,0,0,0,0
167079069,0,0,1,0,0,0,0,0
167583069,0,0,1,0,0,0,0,0
168086071,0,0,1,0,0,0,0,0
168589071,0,0,1,0,0,0,0,0
169092072,0,0,1,0,0,0,0,0
169595083,0,0,1,0,0,0,0,0
170099070,0,0,1,0,0,0,0,0
170601071,0,0,1,0,0,0,0,0
171104069,0,0,1,0,0,0,0,0
171607070,0,0,1,0,0,0,0,0
172110070,0,0,1,0,0,0,0,0
172612068,0,0,1,0,0,0,0,0
173115069,0,0,1,0,0,0,0,0
173620070,0,0,1,0,0,0,0,0
174123341,0,0,1,0,0,0,0,0
174626070,0,0,1,0,0,0,0,0
175129080,0,0,1,0,0,0,0,0
175632289,0,0,1,0,0,0,0,0
176135115,0,0,1,0,0,0,0,0
176638070,0,0,1,0,0,0,0,0
177142071,0,0,1,0,0,0,0,0
177644070,0,0,1,0,0,0,0,0
178147069,0,0,1,0,0,0,0,0
178650321,0,0,1,0,0,0,0,0
179153151,0,0,1,0,0,0,0,0
179657095,0,0,1,0,0,0,0,0
180160072,0,0,1,0,0,0,0,0
180663073,0,0,1,0,0,0,0,0
181166081,0,0,1,0,0,0,0,0
181669070,0,0,1,0,0,0,0,0
182173085,0,0,1,0,0,0,0,0
182676070,0,0,1,0,0,0,0,0
183179069,0,0,1,0,0,0,0,0
183683070,0,0,1,0,0,0,0,0
184187070,0,0,1,0,0,0,0,0
184690070,0,0,1,0,0,0,0,0
185193925,0,0,1,0,0,0,0,0
185696071,0,0,1,0,0,0,0,0
186199088,0,0,1,0,0,0,0,0
186702071,0,0,1,0,0,0,0,0
187205070,0,0,1,0,0,0,0,0
187707071,0,0,1,0,0,0,0,0
188210069,0,0,1,0,0,0,0,0
188714071,0,0,1,0,0,0,0,0
189219069,0,0,1,0,0,0,0,0
189722070,0,0,1,0,0,0,0,0
190225587,0,0,1,0,0,0,0,0
