timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
34899068,0,0,1,0,0,0,0,0,0,0,0,0,0
35403528,0,0,1,0,0,0,0,0,0,0,0,0,0
35907066,0,0,1,0,0,0,0,0,0,0,0,0,0
36412297,0,0,1,0,0,0,0,0,0,0,0,0,0
36916089,0,0,1,0,0,0,0,0,0,0,0,0,0
37188110,0,0,1,0,0,0,0,0,0,0,0,0,0
37691283,0,0,1,0,0,0,0,0,0,0,0,0,0
38194179,0,0,1,0,0,0,0,0,0,0,0,0,0
38697146,0,0,1,0,0,0,0,0,0,0,0,0,0
39200090,0,0,1,0,0,0,0,0,0,0,0,0,0
39702106,0,0,1,0,0,0,0,0,0,0,0,0,0
40205068,0,0,1,0,0,0,0,0,0,0,0,0,0
40708429,0,0,1,0,0,0,0,0,0,0,0,0,0
41210071,0,0,1,0,0,0,0,0,0,0,0,0,0
41713067,0,0,1,0,0,0,0,0,0,0,0,0,0
42216068,0,0,1,0,0,0,0,0,0,0,0,0,0
42718242,0,0,1,0,0,0,0,0,0,0,0,0,0
43221069,0,0,1,0,0,0,0,0,0,0,0,0,0
43724265,0,0,1,0,0,0,0,0,0,0,0,0,0
44227083,0,0,1,0,0,0,0,0,0,0,0,0,0
44732115,0,0,1,0,0,0,0,0,0,0,0,0,0
45235095,0,0,1,0,0,0,0,0,0,0,0,0,0
45737068,0,0,1,0,0,0,0,0,0,0,0,0,0
46240068,0,0,1,0,0,0,0,0,0,0,0,0,0
46743501,0,0,1,0,0,0,0,0,0,0,0,0,0
47246068,0,0,1,0,0,0,0,0,0,0,0,0,0
47749112,0,0,1,0,0,0,0,0,0,0,0,0,0
48253069,0,0,1,0,0,0,0,0,0,0,0,0,0
48755091,0,0,1,0,0,0,0,0,0,0,0,0,0
49258090,0,0,1,0,0,0,0,0,0,0,0,0,0
49763068,0,0,1,0,0,0,0,0,0,0,0,0,0
50266068,0,0,1,0,0,0,0,0,0,0,0,0,0
50769090,0,0,1,0,0,0,0,0,0,0,0,0,0
51273071,0,0,1,0,0,0,0,0,0,0,0,0,0
51778068,0,0,1,0,0,0,0,0,0,0,0,0,0
52282068,0,0,1,0,0,0,0,0,0,0,0,0,0
52787089,0,0,1,0,0,0,0,0,0,0,0,0,0
53291068,0,0,1,0,0,0,0,0,0,0,0,0,0
53795068,0,0,1,0,0,0,0,0,0,0,0,0,0
54298069,0,0,1,0,0,0,0,0,0,0,0,0,0
54800069,0,0,1,0,0,0,0,0,0,0,0,0,0
55304069,0,0,1,0,0,0,0,0,0,0,0,0,0
55807068,0,0,1,0,0,0,0,0,0,0,0,0,0
56311071,0,0,1,0,0,0,0,0,0,0,0,0,0
56814323,0,0,1,0,0,0,0,0,0,0,0,0,0
57316072,0,0,1,0,0,0,0,0,0,0,0,0,0
57819068,0,0,1,0,0,0,0,0,0,0,0,0,0
58322072,0,0,1,0,0,0,0,0,0,0,0,0,0
58825068,0,0,1,0,0,0,0,0,0,0,0,0,0
59327069,0,0,1,0,0,0,0,0,0,0,0,0,0
59830067,0,0,1,0,0,0,0,0,0,0,0,0,0
60333068,0,0,1,0,0,0,0,0,0,0,0,0,0
60836068,0,0,1,0,0,0,0,0,0,0,0,0,0
61338069,0,0,1,0,0,0,0,0,0,0,0,0,0
61841068,0,0,1,0,0,0,0,0,0,0,0,0,0
62344138,0,0,1,0,0,0,0,0,0,0,0,0,0
62847071,0,0,1,0,0,0,0,0,0,0,0,0,0
63350457,0,0,1,0,0,0,0,0,0,0,0,0,0
63853069,0,0,1,0,0,0,0,0,0,0,0,0,0
64356069,0,0,1,0,0,0,0,0,0,0,0,0,0
64859068,0,0,1,0,0,0,0,0,0,0,0,0,0
65362068,0,0,1,0,0,0,0,0,0,0,0,0,0
65864095,0,0,1,0,0,0,0,0,0,0,0,0,0
66367068,0,0,1,0,0,0,0,0,0,0,0,0,0
66870222,0,0,1,0,0,0,0,0,0,0,0,0,0
67373069,0,0,1,0,0,0,0,0,0,0,0,0,0
67876069,0,0,1,0,0,0,0,0,0,0,0,0,0
68379305,0,0,1,0,0,0,0,0,0,0,0,0,0
68882069,0,0,1,0,0,0,0,0,0,0,0,0,0
69385070,0,0,1,0,0,0,0,0,0,0,0,0,0
69888070,0,0,1,0,0,0,0,0,0,0,0,0,0
70390068,0,0,1,0,0,0,0,0,0,0,0,0,0
70894069,0,0,1,0,0,0,0,0,0,0,0,0,0
71398088,0,0,1,0,0,0,0,0,0,0,0,0,0
71901069,0,0,1,0,0,0,0,0,0,0,0,0,0
72404067,0,0,1,0,0,0,0,0,0,0,0,0,0
72907069,0,0,1,0,0,0,0,0,0,0,0,0,0
73410068,0,0,1,0,0,0,0,0,0,0,0,0,0
73913104,0,0,1,0,0,0,0,0,0,0,0,0,0
74417087,0,0,1,0,0,0,0,0,0,0,0,0,0
74920068,0,0,1,0,0,0,0,0,0,0,0,0,0
75423069,0,0,1,0,0,0,0,0,0,0,0,0,0
75927660,0,0,1,0,0,0,0,0,0,0,0,0,0
76430069,0,0,1,0,0,0,0,0,0,0,0,0,0
76933073,0,0,1,0,0,0,0,0,0,0,0,0,0
77436595,0,0,1,0,0,0,0,0,0,0,0,0,0
77939068,0,0,1,0,0,0,0,0,0,0,0,0,0
78442070,0,0,1,0,0,0,0,0,0,0,0,0,0
78947114,0,0,1,0,0,0,0,0,0,0,0,0,0
79450078,0,0,1,0,0,0,0,0,0,0,0,0,0
79953148,0,0,1,0,0,0,0,0,0,0,0,0,0
80456083,0,0,1,0,0,0,0,0,0,0,0,0,0
80959090,0,0,1,0,0,0,0,0,0,0,0,0,0
81462085,0,0,1,0,0,0,0,0,0,0,0,0,0
81966067,0,0,1,0,0,0,0,0,0,0,0,0,0
82470295,0,0,1,0,0,0,0,0,0,0,0,0,0
82973068,0,0,1,0,0,0,0,0,0,0,0,0,0
83475068,0,0,1,0,0,0,0,0,0,0,0,0,0
83978067,0,0,1,0,0,0,0,0,0,0,0,0,0
84481068,0,0,1,0,0,0,0,0,0,0,0,0,0
84984070,0,0,1,0,0,0,0,0,0,0,0,0,0
85487068,0,0,1,0,0,0,0,0,0,0,0,0,0
85990073,0,0,1,0,0,0,0,0,0,0,0,0,0
86493136,0,0,1,0,0,0,0,0,0,0,0,0,0
86996071,0,0,1,0,0,0,0,0,0,0,0,0,0
87499158,0,0,1,0,0,0,0,0,0,0,0,0,0
88001069,0,0,1,0,0,0,0,0,0,0,0,0,0
88504068,0,0,1,0,0,0,0,0,0,0,0,0,0
89007069,0,0,1,0,0,0,0,0,0,0,0,0,0
89510067,0,0,1,0,0,0,0,0,0,0,0,0,0
90013069,0,0,1,0,0,0,0,0,0,0,0,0,0
90516069,0,0,1,0,0,0,0,0,0,0,0,0,0
91020067,0,0,1,0,0,0,0,0,0,0,0,0,0
91523068,0,0,1,0,0,0,0,0,0,0,0,0,0
92026095,0,0,1,0,0,0,0,0,0,0,0,0,0
92529083,0,0,1,0,0,0,0,0,0,0,0,0,0
93032068,0,0,1,0,0,0,0,0,0,0,0,0,0
93535503,0,0,1,0,0,0,0,0,0,0,0,0,0
94039104,0,0,1,0,0,0,0,0,0,0,0,0,0
94542068,0,0,1,0,0,0,0,0,0,0,0,0,0
95044068,0,0,1,0,0,0,0,0,0,0,0,0,0
95547072,0,0,1,0,0,0,0,0,0,0,0,0,0
96050070,0,0,1,0,0,0,0,0,0,0,0,0,0
96552089,0,0,1,0,0,0,0,0,0,0,0,0,0
97055090,0,0,1,0,0,0,0,0,0,0,0,0,0
97558071,0,0,1,0,0,0,0,0,0,0,0,0,0
98061072,0,0,1,0,0,0,0,0,0,0,0,0,0
98564090,0,0,1,0,0,0,0,0,0,0,0,0,0
99069092,0,0,1,0,0,0,0,0,0,0,0,0,0
99572068,0,0,1,0,0,0,0,0,0,0,0,0,0
100075068,0,0,1,0,0,0,0,0,0,0,0,0,0
100578069,0,0,1,0,0,0,0,0,0,0,0,0,0
101083068,0,0,1,0,0,0,0,0,0,0,0,0,0
101586069,0,0,1,0,0,0,0,0,0,0,0,0,0
102088088,0,0,1,0,0,0,0,0,0,0,0,0,0
102595036,0,0,1,0,0,0,0,0,0,0,0,0,0
103099298,0,0,1,0,0,0,0,0,0,0,0,0,0
103604476,0,0,1,0,0,0,0,0,0,0,0,0,0
104109491,0,0,1,0,0,0,0,0,0,0,0,0,0
104613566,0,0,1,0,0,0,0,0,0,0,0,0,0
105116069,0,0,1,0,0,0,0,0,0,0,0,0,0
105621068,0,0,1,0,0,0,0,0,0,0,0,0,0
106126190,0,0,1,0,0,0,0,0,0,0,0,0,0
106631515,0,0,1,0,0,0,0,0,0,0,0,0,0
107134068,0,0,1,0,0,0,0,0,0,0,0,0,0
107640229,0,0,1,0,0,0,0,0,0,0,0,0,0
108143068,0,0,1,0,0,0,0,0,0,0,0,0,0
108646069,0,0,1,0,0,0,0,0,0,0,0,0,0
109150068,0,0,1,0,0,0,0,0,0,0,0,0,0
109652068,0,0,1,0,0,0,0,0,0,0,0,0,0
110155068,0,0,1,0,0,0,0,0,0,0,0,0,0
110658087,0,0,1,0,0,0,0,0,0,0,0,0,0
111160070,0,0,1,0,0,0,0,0,0,0,0,0,0
111664070,0,0,1,0,0,0,0,0,0,0,0,0,0
112168115,0,0,1,0,0,0,0,0,0,0,0,0,0
112670067,0,0,1,0,0,0,0,0,0,0,0,0,0
113173069,0,0,1,0,0,0,0,0,0,0,0,0,0
113676072,0,0,1,0,0,0,0,0,0,0,0,0,0
114179071,0,0,1,0,0,0,0,0,0,0,0,0,0
114683091,0,0,1,0,0,0,0,0,0,0,0,0,0
115186100,0,0,1,0,0,0,0,0,0,0,0,0,0
115688370,0,0,1,0,0,0,0,0,0,0,0,0,0
116191068,0,0,1,0,0,0,0,0,0,0,0,0,0
116694067,0,0,1,0,0,0,0,0,0,0,0,0,0
117197070,0,0,1,0,0,0,0,0,0,0,0,0,0
117700069,0,0,1,0,0,0,0,0,0,0,0,0,0
118203068,0,0,1,0,0,0,0,0,0,0,0,0,0
118706087,0,0,1,0,0,0,0,0,0,0,0,0,0
119210177,0,0,1,0,0,0,0,0,0,0,0,0,0
119714600,0,0,1,0,0,0,0,0,0,0,0,0,0
120218069,0,0,1,0,0,0,0,0,0,0,0,0,0
120721070,0,0,1,0,0,0,0,0,0,0,0,0,0
121224068,0,0,1,0,0,0,0,0,0,0,0,0,0
121727067,0,0,1,0,0,0,0,0,0,0,0,0,0
122230068,0,0,1,0,0,0,0,0,0,0,0,0,0
122733165,0,0,1,0,0,0,0,0,0,0,0,0,0
123236655,0,0,1,0,0,0,0,0,0,0,0,0,0
123740088,0,0,1,0,0,0,0,0,0,0,0,0,0
124243068,0,0,1,0,0,0,0,0,0,0,0,0,0
124747068,0,0,1,0,0,0,0,0,0,0,0,0,0
125250068,0,0,1,0,0,0,0,0,0,0,0,0,0
125753068,0,0,1,0,0,0,0,0,0,0,0,0,0
126256069,0,0,1,0,0,0,0,0,0,0,0,0,0
126759070,0,0,1,0,0,0,0,0,0,0,0,0,0
127262067,0,0,1,0,0,0,0,0,0,0,0,0,0
127765092,0,0,1,0,0,0,0,0,0,0,0,0,0
128268068,0,0,1,0,0,0,0,0,0,0,0,0,0
128771068,0,0,1,0,0,0,0,0,0,0,0,0,0
129275090,0,0,1,0,0,0,0,0,0,0,0,0,0
129779069,0,0,1,0,0,0,0,0,0,0,0,0,0
130282106,0,0,1,0,0,0,0,0,0,0,0,0,0
130785530,0,0,1,0,0,0,0,0,0,0,0,0,0
131289981,0,0,1,0,0,0,0,0,0,0,0,0,0
131342066,0,0,1,0,0,0,0,0,0,0,0,0,0
131846086,0,0,1,0,0,0,0,0,0,0,0,0,0
132350079,0,0,1,0,0,0,0,0,0,0,0,0,0
132852065,0,0,1,0,0,0,0,0,0,0,0,0,0
133355066,0,0,1,0,0,0,0,0,0,0,0,0,0
133860106,0,0,1,0,0,0,0,0,0,0,0,0,0
134363065,0,0,1,0,0,0,0,0,0,0,0,0,0
134865064,0,0,1,0,0,0,0,0,0,0,0,0,0
135368087,0,0,1,0,0,0,0,0,0,0,0,0,0
135872070,0,0,1,0,0,0,0,0,0,0,0,0,0
136374084,0,0,1,0,0,0,0,0,0,0,0,0,0
136877064,0,0,1,0,0,0,0,0,0,0,0,0,0
137381104,0,0,1,0,0,0,0,0,0,0,0,0,0
137884065,0,0,1,0,0,0,0,0,0,0,0,0,0
138388118,0,0,1,0,0,0,0,0,0,0,0,0,0
138891094,0,0,1,0,0,0,0,0,0,0,0,0,0
139394366,0,0,1,0,0,0,0,0,0,0,0,0,0
139897065,0,0,1,0,0,0,0,0,0,0,0,0,0
140401067,0,0,1,0,0,0,0,0,0,0,0,0,0
140904065,0,0,1,0,0,0,0,0,0,0,0,0,0
141407065,0,0,1,0,0,0,0,0,0,0,0,0,0
141911065,0,0,1,0,0,0,0,0,0,0,0,0,0
142415066,0,0,1,0,0,0,0,0,0,0,0,0,0
142918074,0,0,1,0,0,0,0,0,0,0,0,0,0
143420065,0,0,1,0,0,0,0,0,0,0,0,0,0
143925064,0,0,1,0,0,0,0,0,0,0,0,0,0
144428826,0,0,1,0,0,0,0,0,0,0,0,0,0
144932066,0,0,1,0,0,0,0,0,0,0,0,0,0
145435835,0,0,1,0,0,0,0,0,0,0,0,0,0
145938065,0,0,1,0,0,0,0,0,0,0,0,0,0
146441066,0,0,1,0,0,0,0,0,0,0,0,0,0
146944538,0,0,1,0,0,0,0,0,0,0,0,0,0
147447068,0,0,1,0,0,0,0,0,0,0,0,0,0
147950841,0,0,1,0,0,0,0,0,0,0,0,0,0
148453528,0,0,1,0,0,0,0,0,0,0,0,0,0
148956064,0,0,1,0,0,0,0,0,0,0,0,0,0
149459064,0,0,1,0,0,0,0,0,0,0,0,0,0
149962578,0,0,1,0,0,0,0,0,0,0,0,0,0
150465066,0,0,1,0,0,0,0,0,0,0,0,0,0
150968084,0,0,1,0,0,0,0,0,0,0,0,0,0
151471618,0,0,1,0,0,0,0,0,0,0,0,0,0
151974064,0,0,1,0,0,0,0,0,0,0,0,0,0
152477080,0,0,1,0,0,0,0,0,0,0,0,0,0
152983064,0,0,1,0,0,0,0,0,0,0,0,0,0
153487425,0,0,1,0,0,0,0,0,0,0,0,0,0
153991064,0,0,1,0,0,0,0,0,0,0,0,0,0
154494537,0,0,1,0,0,0,0,0,0,0,0,0,0
154997065,0,0,1,0,0,0,0,0,0,0,0,0,0
155500066,0,0,1,0,0,0,0,0,0,0,0,0,0
156002063,0,0,1,0,0,0,0,0,0,0,0,0,0
156506085,0,0,1,0,0,0,0,0,0,0,0,0,0
157011065,0,0,1,0,0,0,0,0,0,0,0,0,0
157514065,0,0,1,0,0,0,0,0,0,0,0,0,0
158018085,0,0,1,0,0,0,0,0,0,0,0,0,0
158521404,0,0,1,0,0,0,0,0,0,0,0,0,0
159024384,0,0,1,0,0,0,0,0,0,0,0,0,0
159528115,0,0,1,0,0,0,0,0,0,0,0,0,0
160031065,0,0,1,0,0,0,0,0,0,0,0,0,0
160535166,0,0,1,0,0,0,0,0,0,0,0,0,0
161039066,0,0,1,0,0,0,0,0,0,0,0,0,0
161543064,0,0,1,0,0,0,0,0,0,0,0,0,0
162046425,0,0,1,0,0,0,0,0,0,0,0,0,0
162549068,0,0,1,0,0,0,0,0,0,0,0,0,0
163053796,0,0,1,0,0,0,0,0,0,0,0,0,0
163557067,0,0,1,0,0,0,0,0,0,0,0,0,0
164060065,0,0,1,0,0,0,0,0,0,0,0,0,0
164563088,0,0,1,0,0,0,0,0,0,0,0,0,0
165066064,0,0,1,0,0,0,0,0,0,0,0,0,0
165569068,0,0,1,0,0,0,0,0,0,0,0,0,0
166072065,0,0,1,0,0,0,0,0,0,0,0,0,0
166576063,0,0,1,0,0,0,0,0,0,0,0,0,0
167079064,0,0,1,0,0,0,0,0,0,0,0,0,0
167583064,0,0,1,0,0,0,0,0,0,0,0,0,0
168086066,0,0,1,0,0,0,0,0,0,0,0,0,0
168589066,0,0,1,0,0,0,0,0,0,0,0,0,0
169092064,0,0,1,0,0,0,0,0,0,0,0,0,0
169595078,0,0,1,0,0,0,0,0,0,0,0,0,0
170099065,0,0,1,0,0,0,0,0,0,0,0,0,0
170601066,0,0,1,0,0,0,0,0,0,0,0,0,0
171104064,0,0,1,0,0,0,0,0,0,0,0,0,0
171607066,0,0,1,0,0,0,0,0,0,0,0,0,0
172110065,0,0,1,0,0,0,0,0,0,0,0,0,0
172612063,0,0,1,0,0,0,0,0,0,0,0,0,0
173115064,0,0,1,0,0,0,0,0,0,0,0,0,0
173620065,0,0,1,0,0,0,0,0,0,0,0,0,0
174123336,0,0,1,0,0,0,0,0,0,0,0,0,0
174626065,0,0,1,0,0,0,0,0,0,0,0,0,0
175129075,0,0,1,0,0,0,0,0,0,0,0,0,0
175632284,0,0,1,0,0,0,0,0,0,0,0,0,0
176135111,0,0,1,0,0,0,0,0,0,0,0,0,0
176638065,0,0,1,0,0,0,0,0,0,0,0,0,0
177142066,0,0,1,0,0,0,0,0,0,0,0,0,0
177644065,0,0,1,0,0,0,0,0,0,0,0,0,0
178147064,0,0,1,0,0,0,0,0,0,0,0,0,0
178650316,0,0,1,0,0,0,0,0,0,0,0,0,0
179153146,0,0,1,0,0,0,0,0,0,0,0,0,0
179657090,0,0,1,0,0,0,0,0,0,0,0,0,0
180160067,0,0,1,0,0,0,0,0,0,0,0,0,0
180663068,0,0,1,0,0,0,0,0,0,0,0,0,0
181166075,0,0,1,0,0,0,0,0,0,0,0,0,0
181669064,0,0,1,0,0,0,0,0,0,0,0,0,0
182173080,0,0,1,0,0,0,0,0,0,0,0,0,0
182676065,0,0,1,0,0,0,0,0,0,0,0,0,0
183179065,0,0,1,0,0,0,0,0,0,0,0,0,0
183683065,0,0,1,0,0,0,0,0,0,0,0,0,0
184187064,0,0,1,0,0,0,0,0,0,0,0,0,0
184690065,0,0,1,0,0,0,0,0,0,0,0,0,0
185193921,0,0,1,0,0,0,0,0,0,0,0,0,0
185696066,0,0,1,0,0,0,0,0,0,0,0,0,0
186199083,0,0,1,0,0,0,0,0,0,0,0,0,0
186702065,0,0,1,0,0,0,0,0,0,0,0,0,0
187205065,0,0,1,0,0,0,0,0,0,0,0,0,0
187707067,0,0,1,0,0,0,0,0,0,0,0,0,0
188210064,0,0,1,0,0,0,0,0,0,0,0,0,0
188714065,0,0,1,0,0,0,0,0,0,0,0,0,0
189219064,0,0,1,0,0,0,0,0,0,0,0,0,0
189722065,0,0,1,0,0,0,0,0,0,0,0,0,0
190225584,0,0,1,0,0,0,0,0,0,0,0,0,0
